chrg_Mg chrg_O p_MgMg_a p_MgMg_c p_MgMg_rho p_OO_a p_OO_c p_OO_rho p_MgO_a p_MgO_c p_MgO_rho 
0 1.9598744825283767 -1.9598744825283767 0 0 0.5 21680.71465048961 46.030201418798576 0.09082600562934848 1169.7838669186008 0.6169577710570016 0.3043754982440468 
1 2.158754170798332 -2.158754170798332 0 0 0.5 23610.576001475016 64.18567023023564 0.17964760323306692 1216.0657051580988 -0.26061123344005876 0.3007556879399584 
2 1.982693601961086 -1.982693601961086 0 0 0.5 22746.089705259226 43.955346123134184 0.1923599155502282 1346.000008864073 13.202878500371073 0.30140635567178165 
3 1.5292627561353556 -1.5292627561353556 0 0 0.5 19131.154188812136 64.27373334643538 0.19934318015999974 1327.5678695325496 13.278593478258715 0.30241617111143476 
4 2.13463519045068 -2.13463519045068 0 0 0.5 18115.120478923458 52.179918258287785 0.2036405146551973 1449.3389987742648 -7.7098253897054985 0.28502901186243157 
5 1.9745867436538542 -1.9745867436538542 0 0 0.5 1564.075502353321 61.056121428380855 0.23442506354259285 1141.0966175751983 1.5569590162077098 0.3046311829359114 
6 1.781458002662138 -1.781458002662138 0 0 0.5 27555.65420905053 42.37786766683703 0.10247728023852096 1312.2893714517868 3.812156400805655 0.29703659834775104 
7 1.6971605358794213 -1.6971605358794213 0 0 0.5 27401.39629772875 32.72311365158337 -0.015954779637926075 1255.3120890562082 -12.07140010439283 0.2938403350012175 
8 1.801315668105902 -1.801315668105902 0 0 0.5 22691.029856605128 56.71647914448778 0.18784124682193312 1275.4413937698876 -1.418612869934634 0.29609751006861584 
9 1.5255180114396047 -1.5255180114396047 0 0 0.5 7836.504038745158 41.14105923959992 0.2751789923446378 1075.8791125349362 -4.3127205784221765 0.3010578248138681 
10 1.8949567895165231 -1.8949567895165231 0 0 0.5 2085.067436278614 64.37975635788385 0.11526325113921165 1167.243996535198 1.061760375956169 0.3038684186249198 
11 1.5078026087276821 -1.5078026087276821 0 0 0.5 8707.73007110348 40.58397660540081 0.2000489643693724 1207.7396251909038 0.4896043885986954 0.30045727370233893 
12 1.568489900041645 -1.568489900041645 0 0 0.5 11482.706780792343 60.972965289050755 0.210474506964497 1213.0236620735534 -4.952928588470513 0.29821892555576274 
13 1.8707603421526988 -1.8707603421526988 0 0 0.5 4092.3067222970767 59.61091379436256 0.18190537473299007 1131.1661420869686 -14.655758238904607 0.29860354883055334 
14 1.55482047446504 -1.55482047446504 0 0 0.5 11932.735112859755 22.469240636041686 0.16650659036083426 1300.7397434409447 2.3939556078474205 0.2967970761803749 
