idx chrg_Mg chrg_O p_MgMg_a p_MgMg_c p_MgMg_rho p_OO_a p_OO_c p_OO_rho p_MgO_a p_MgO_c p_MgO_rho 
25 2.083046492862029 -2.083046492862029 0.0 0.0 0.5 27590.352840019077 129.10873889884473 0.22929168631281552 1455.9061591793943 0.0 0.28991365339792213 
26 2.4423900326102945 -2.4423900326102945 0.0 0.0 0.5 25908.427806973137 109.18995090539474 0.22710807397826907 1522.3983442172614 0.0 0.28720679370827434 
27 1.8456449011780818 -1.8456449011780818 0.0 0.0 0.5 22151.80330763655 93.86743408550544 0.23205528932521033 1549.6034699947618 0.0 0.2852859529919346 
28 2.480612079437381 -2.480612079437381 0.0 0.0 0.5 42816.34003392381 128.6278324580587 0.22254268173040503 1405.9153178389265 0.0 0.2908653437941381 
29 1.8799041147473499 -1.8799041147473499 0.0 0.0 0.5 37213.259002039056 116.9202686992854 0.21589296998728594 1431.735185729798 0.0 0.2919260030259807 
30 0.9516845289932307 -0.9516845289932307 0.0 0.0 0.5 17139.727974789163 123.375880609756 0.23556793095516812 1545.3462899133494 0.0 0.2869368781294744 
31 2.441088719905583 -2.441088719905583 0.0 0.0 0.5 40860.01194857158 141.49649517560454 0.22826869742509048 1471.9150369119645 0.0 0.2877614965370322 
32 1.2150738528083038 -1.2150738528083038 0.0 0.0 0.5 33170.0654619914 138.2969805974962 0.2356134172944952 1498.7844060629386 0.0 0.2863825732857036 
33 2.196988279331721 -2.196988279331721 0.0 0.0 0.5 24112.086675555547 124.35866432315304 0.23241121275755894 1474.5580254063339 0.0 0.28864845279019213 
34 2.36143160563111 -2.36143160563111 0.0 0.0 0.5 30627.507028707514 120.46695663648849 0.23193017194702897 1551.4312692500716 0.0 0.28468747208348255 
35 2.284473263070136 -2.284473263070136 0.0 0.0 0.5 32260.802284497026 145.70467186967238 0.22985293321966507 1337.048573070727 0.0 0.2942118816620039 
36 1.9092410321741915 -1.9092410321741915 0.0 0.0 0.5 36385.15309500293 105.18947974999901 0.22149806234874322 1579.3935427412387 0.0 0.28548945651583246 
37 0.9437383662069352 -0.9437383662069352 0.0 0.0 0.5 20825.411276670566 145.11800585529267 0.2347432573002977 1546.1483334944191 0.0 0.2876886212166728 
38 1.5791645280249518 -1.5791645280249518 0.0 0.0 0.5 17484.682224210388 129.156384501263 0.23411064101266824 1492.12458114008 0.0 0.28898081571703066 
39 1.3145747894543867 -1.3145747894543867 0.0 0.0 0.5 19102.45936615697 129.92985713887407 0.2380429685930203 1530.140888583188 0.0 0.2877646973670288 
40 1.7629149880258455 -1.7629149880258455 0.0 0.0 0.5 30539.866559054048 141.15126268803965 0.23005572007234282 1409.3111605779536 0.0 0.2918601811389812 
41 1.5486690784301254 -1.5486690784301254 0.0 0.0 0.5 19912.24168346003 117.8561527546613 0.2354331929245799 1509.0723748937812 0.0 0.28729501376920374 
42 0.8404243715928864 -0.8404243715928864 0.0 0.0 0.5 18972.817538613126 150.6470578281905 0.2416246895035389 1514.7104384557617 0.0 0.28833019357823003 
43 2.451555761851457 -2.451555761851457 0.0 0.0 0.5 26492.52952008583 118.8402333387289 0.22982235028731945 1507.9896708372241 0.0 0.28752708296633095 
44 2.0420493408350815 -2.0420493408350815 0.0 0.0 0.5 41994.589145798964 128.87368591231632 0.2187428605008316 1395.4918605584617 0.0 0.2921100238982607 
45 1.257015576819254 -1.257015576819254 0.0 0.0 0.5 17447.085986075894 135.03568799619788 0.23886316635281005 1505.4798474130496 0.0 0.28807158243260744 
