sim_id, chrg_Mg, chrg_O, MgMg_A, MgMg_rho, MgMg_C, MgO_A, MgO_rho, MgO_C, OO_A, OO_rho, OO_C, MgO_NaCl.a0, MgO_NaCl.c11, MgO_NaCl.c12, MgO_NaCl.c44, MgO_NaCl.B, MgO_NaCl.G, MgO_NaCl.fr_a, MgO_NaCl.fr_c, MgO_NaCl.sch, MgO_NaCl.001s, MgO_NaCl.a0.err, MgO_NaCl.c11.err, MgO_NaCl.c12.err, MgO_NaCl.c44.err, MgO_NaCl.B.err, MgO_NaCl.G.err, MgO_NaCl.fr_a.err, MgO_NaCl.fr_c.err, MgO_NaCl.sch.err, MgO_NaCl.001s.err
sim_id, param, param, param, param, param, param, param, param, param, param, param, qoi, qoi, qoi, qoi, qoi, qoi, qoi, qoi, qoi, qoi, err, err, err, err, err, err, err, err, err, err
22.0, 1.79837052115, -1.79837052115, 0.0, 0.5, 0.0, 1222.11749846, 0.310510731088, 0.0, 1926.4542605, 0.36624101208, 68.4811983397, 4.79177470894, 165.352443202, 125.100884329, 125.096718778, 138.51807062, 20.1257794364, 10.3960468227, 6.27575915021, 3.85733600673, 0.0390130826069, 0.545774708936, -111.647556798, 33.4308843289, -18.9132812223, -14.9319293801, -72.5342205636, -0.581953177326, -2.71024084979, -1.20966399327, -0.0169369173931
24.0, 1.88972001679, -1.88972001679, 0.0, 0.5, 0.0, 892.364116358, 0.303583072844, 0.0, 15778.0856656, 0.228112728557, 47.2533698625, 4.08952907098, 349.758741085, 197.30971797, 199.549723362, 248.126059008, 76.2245115576, 11.8369688251, 9.65857107727, 6.02243110458, 0.0795260819273, -0.156470929021, 72.7587410848, 105.63971797, 55.5397233618, 94.676059008, -16.4354884424, 0.85896882507, 0.672571077271, 0.955431104585, 0.0235760819273
26.0, 1.6313583963, -1.6313583963, 0.0, 0.5, 0.0, 1126.22054069, 0.307873374337, 0.0, 8149.32711569, 0.331691304034, 34.6252089196, 5.03111604101, 112.772232756, 108.866902292, 109.036434194, 110.168679113, 1.95266523183, 8.79138786311, 3.32725943068, 2.18987148178, 0.0264209400776, 0.785116041011, -164.227767244, 17.1969022921, -34.9735658062, -43.2813208867, -90.7073347682, -2.18661213689, -5.65874056932, -2.87712851822, -0.0295290599224
29.0, 1.66796082898, -1.66796082898, 0.0, 0.5, 0.0, 884.836550621, 0.320700908967, 0.0, 14917.0752568, 0.116719270134, 48.2994120995, 4.52318652957, 216.13883638, 86.0571065188, 84.7454745433, 129.417683139, 65.0408649304, 7.57596897299, 7.8748870255, 4.95217149149, 0.0479251600282, 0.277186529571, -60.8611636204, -5.61289348115, -59.2645254567, -24.0323168609, -27.6191350696, -3.40203102701, -1.1111129745, -0.114828508512, -0.0080248399718
31.0, 1.73771643137, -1.73771643137, 0.0, 0.5, 0.0, 995.350746897, 0.303118798338, 0.0, 18406.0348978, 0.348293774825, 28.7416524786, 5.39671873802, 65.7449757262, 132.254685386, 131.587727438, 110.084782166, -33.2548548298, -117.705824851, -132.553562501, -142.415193484, -0.648021270407, 1.15071873802, -211.255024274, 40.5846853858, -12.4222725624, -43.3652178341, -125.91485483, -128.683824851, -141.539562501, -147.482193484, -0.703971270407
34.0, 2.04640439789, -2.04640439789, 0.0, 0.5, 0.0, 888.725833834, 0.322118407264, 0.0, 10044.4610831, 0.110775416748, 54.7830989454, 4.17797217759, 349.91345276, 182.273999287, 177.25493031, 238.153817112, 83.8197267363, 10.2286542144, 10.8946711197, 6.56134242118, 0.0796254602174, -0.0680278224057, 72.91345276, 90.6039992874, 33.2449303103, 84.7038171116, -8.8402732637, -0.749345785636, 1.90867111971, 1.49434242118, 0.0236754602174
35.0, 1.98197111729, -1.98197111729, 0.0, 0.5, 0.0, 1120.57851561, 0.303003842558, 0.0, 13152.2571787, 0.255529690041, 51.9846054779, 4.26278775683, 326.455129021, 210.492297113, 206.590066485, 249.146574416, 57.9814159537, 14.0206263818, 9.89862248316, 6.32380077947, 0.0774998944965, 0.0167877568332, 49.4551290206, 118.822297113, 62.5800664854, 95.6965744157, -34.6785840463, 3.04262638184, 0.912622483164, 1.25680077947, 0.0215498944965
36.0, 1.83101791513, -1.83101791513, 0.0, 0.5, 0.0, 1183.76430112, 0.319468005347, 0.0, 13622.0625714, 0.377665967453, 42.0144572495, 5.6737613593, 58.6354006476, 112.43177632, 112.851882341, 94.4996510959, -26.8981878363, -117.442766909, -106.273877668, -126.568174212, 0.0132315495262, 1.4277613593, -218.364599352, 20.7617763201, -31.1581176592, -58.9503489041, -119.558187836, -128.420766909, -115.259877668, -131.635174212, -0.0427184504738
37.0, 1.97286278016, -1.97286278016, 0.0, 0.5, 0.0, 1023.32686607, 0.298775940388, 0.0, 14735.0003025, 0.171024668656, 50.3378348743, 3.9798275, 440.512190011, 202.626864058, 193.133754092, 281.921972709, 118.942662977, 10.8288916066, 11.5419999807, 7.15139431614, 0.0949688565193, -0.2661725, 163.512190011, 110.956864058, 49.1237540922, 128.471972709, 26.2826629767, -0.149108393428, 2.55599998067, 2.08439431614, 0.0390188565193
38.0, 2.35665903817, -2.35665903817, 0.0, 0.5, 0.0, 1054.90470809, 0.325989720192, 0.0, 10454.1341148, 0.174327468497, 53.6111790679, 4.15223113153, 420.349701665, 240.504238659, 239.89538468, 300.452726328, 89.9227315031, 13.050295136, 13.5244996433, 7.95982943726, 0.0986774053123, -0.0937688684714, 143.349701665, 148.834238659, 95.8853846796, 147.002726328, -2.73726849692, 2.07229513605, 4.53849964327, 2.89282943726, 0.0427274053123
39.0, 1.67780982463, -1.67780982463, 0.0, 0.5, 0.0, 833.842439369, 0.302615832556, 0.0, 19869.8155768, 0.248852273787, 35.1735904588, 4.34020511294, 232.416296506, 154.733202663, 155.225527443, 180.627567277, 38.8415469219, 10.7795033654, 6.5705178838, 4.30740408494, 0.0527150145785, 0.0942051129405, -44.5837034935, 63.0632026628, 11.2155274426, 27.1775672774, -53.8184530781, -0.198496634623, -2.4154821162, -0.759595915061, -0.00323498542151
40.0, 2.25923219199, -2.25923219199, 0.0, 0.5, 0.0, 1123.5478291, 0.303927079438, 0.0, 15479.585614, 0.222672913262, 38.6247798355, 3.9883405, 484.784752864, 296.142294404, 291.830256748, 359.023113891, 94.3212292301, 15.3421595035, 13.1036848582, 7.90381570179, 0.108915491608, -0.2576595, 207.784752864, 204.472294404, 147.820256748, 205.573113891, 1.66122923013, 4.36415950351, 4.11768485825, 2.83681570179, 0.0529654916082
41.0, 1.71004053008, -1.71004053008, 0.0, 0.5, 0.0, 924.443041516, 0.323128153062, 0.0, 21778.1505683, 0.162201867934, 74.4543099614, 4.53596385325, 219.126386202, 84.6624903092, 82.4161768512, 129.48378894, 67.2319479465, 7.87402768291, 8.46887483949, 5.38286103354, 0.0528646731747, 0.289963853252, -57.8736137978, -7.00750969076, -61.5938231488, -23.9662110598, -25.4280520535, -3.10397231709, -0.517125160505, 0.315861033539, -0.00308532682534
42.0, 1.71626906536, -1.71626906536, 0.0, 0.5, 0.0, 1274.95822074, 0.301690260729, 0.0, 4307.17010475, 0.314395730055, 27.3484898617, 4.68963340752, 183.242288031, 118.460284667, 118.266648803, 140.054285789, 32.3910016819, 10.6693927283, 6.78411228967, 4.28718697858, 0.0414583283462, 0.44363340752, -93.7577119687, 26.7902846674, -25.743351197, -13.3957142113, -60.2689983181, -0.308607271658, -2.20188771033, -0.779813021422, -0.0144916716538
43.0, 1.51780665409, -1.51780665409, 0.0, 0.5, 0.0, 982.296583287, 0.300085329633, 0.0, 10698.2705787, 0.254335327357, 35.6530806134, 4.51368494299, 191.766071268, 90.8220017285, 88.3517922383, 124.470024908, 50.4720347696, 8.66690704159, 6.65842520847, 4.24325073622, 0.0422758746486, 0.26768494299, -85.2339287323, -0.847998271537, -55.6582077617, -28.9799750918, -42.1879652304, -2.31109295841, -2.32757479153, -0.82374926378, -0.0136741253514
44.0, 1.53820488885, -1.53820488885, 0.0, 0.5, 0.0, 1209.59931182, 0.326979001147, 0.0, 22162.3775942, 0.249753432867, 62.394890203, 5.09600680688, 131.544505639, 47.767956819, 47.7177001281, 75.6934730922, 41.8882744098, 7.92791046689, 6.9704783238, 4.39624744983, 0.0321401749291, 0.850006806885, -145.455494361, -43.902043181, -96.2922998719, -77.7565269078, -50.7717255902, -3.05008953311, -2.0155216762, -0.670752550165, -0.0238098250709
45.0, 1.85581327657, -1.85581327657, 0.0, 0.5, 0.0, 855.588156459, 0.309281678538, 0.0, 8396.30189015, 0.247939782995, 54.3942819836, 4.18199727006, 310.012483461, 180.432044481, 181.703079733, 223.625524141, 64.79021949, 11.1452693596, 9.11757079608, 5.69904821616, 0.0723305005017, -0.0640027299419, 33.0124834605, 88.7620444806, 37.6930797328, 70.1755241406, -27.86978051, 0.167269359589, 0.131570796079, 0.632048216163, 0.0163805005017
46.0, 1.94779877943, -1.94779877943, 0.0, 0.5, 0.0, 1246.84285001, 0.304738226678, 0.0, 8645.39908566, 0.2383457577, 50.787590636, 4.31718519204, 329.220320708, 152.965878618, 149.708962315, 211.717359315, 88.1272210453, 12.185093606, 11.2136685478, 6.91409244013, 0.075106126153, 0.0711851920362, 52.2203207084, 61.2958786179, 5.69896231455, 58.2673593147, -4.53277895474, 1.207093606, 2.22766854783, 1.84709244013, 0.019156126153
48.0, 2.23747211391, -2.23747211391, 0.0, 0.5, 0.0, 1253.48097246, 0.31274938165, 0.0, 8653.37015899, 0.103854209516, 62.6885162995, 4.17816522634, 434.834504201, 202.405842532, 202.304624076, 279.882063088, 116.214330834, 13.1423571113, 13.8618306828, 8.4977937747, 0.100415704477, -0.0678347736625, 157.834504201, 110.735842532, 58.2946240756, 126.432063088, 23.5543308342, 2.16435711129, 4.87583068276, 3.4307937747, 0.0444657044767
49.0, 1.81451396887, -1.81451396887, 0.0, 0.5, 0.0, 924.261863295, 0.325660475075, 0.0, 24262.7388401, 0.227220777905, 57.3061608202, 4.53169252261, 231.166054084, 110.090103201, 111.29790175, 150.448753495, 60.5379754414, 10.0476351394, 8.95938296924, 5.52869112404, 0.0551950953404, 0.285692522608, -45.833945916, 18.4201032012, -32.7120982502, -3.00124650452, -32.1220245586, -0.930364860595, -0.0266170307551, 0.461691124039, -0.000754904659603
50.0, 2.04351710023, -2.04351710023, 0.0, 0.5, 0.0, 1283.48371171, 0.327058683852, 0.0, 19963.1848935, 0.372172167336, 30.1392519749, 5.69673374977, 74.2951134931, 138.807638119, 138.892468691, 117.303463244, -32.2562623131, -133.06582596, -145.479187852, -162.299125542, -0.534961866403, 1.45073374977, -202.704886507, 47.1376381193, -5.11753130894, -36.1465367561, -124.916262313, -144.04382596, -154.465187852, -167.366125542, -0.590911866403
51.0, 1.61534520897, -1.61534520897, 0.0, 0.5, 0.0, 1268.17898167, 0.299836153778, 0.0, 19786.0142579, 0.308213556681, 38.8646434664, 5.05594307778, 115.355722444, 115.787271326, 115.741560075, 115.643421699, -0.215774441233, 8.53218602155, 2.31232520804, 0.258867438476, 0.0272633956645, 0.809943077779, -161.644277556, 24.1172713263, -28.268439925, -37.8065783012, -92.8757744412, -2.44581397845, -6.67367479196, -4.80813256152, -0.0286866043355
52.0, 2.05911475761, -2.05911475761, 0.0, 0.5, 0.0, 852.106778555, 0.294435274601, 0.0, 8619.55246129, 0.127527601037, 32.8367523316, 3.69308507832, 513.385313286, 289.972180064, 285.14984337, 364.443224472, 111.706566611, 10.7206161294, 11.611722901, 6.84205266063, 0.110417359283, -0.552914921677, 236.385313286, 198.302180064, 141.13984337, 210.993224472, 19.0465666111, -0.257383870624, 2.625722901, 1.77505266063, 0.0544673592835
58.0, 2.39699637553, -2.39699637553, 0.0, 0.5, 0.0, 1040.75088902, 0.311922869895, 0.0, 13010.7258439, 0.209159528113, 38.016961092, 3.91621856846, 520.229551004, 338.874023246, 338.884667493, 399.325865832, 90.6777638791, 14.820291539, 13.975381886, 8.08725072954, 0.116795984651, -0.32978143154, 243.229551004, 247.204023246, 194.874667493, 245.875865832, -1.98223612089, 3.84229153899, 4.98938188603, 3.02025072954, 0.0608459846513
60.0, 2.003930866, -2.003930866, 0.0, 0.5, 0.0, 941.459025404, 0.319703765102, 0.0, 11170.5179844, 0.224912064992, 55.0962135763, 4.25684875476, 320.856319591, 165.654017377, 164.486726056, 217.388118115, 77.6011511065, 11.3347289177, 10.7912147393, 6.51916545933, 0.0757842983031, 0.0108487547634, 43.8563195906, 73.9840173775, 20.4767260563, 63.9381181152, -15.0588488935, 0.356728917662, 1.80521473927, 1.45216545933, 0.0198342983031
63.0, 1.80778155381, -1.80778155381, 0.0, 0.5, 0.0, 1269.80095647, 0.296222614379, 0.0, 18301.82151, 0.195405990185, 29.999001465, 4.29715857887, 301.418516749, 122.568209827, 122.935790989, 182.184978801, 89.4251534612, 10.3272232086, 9.92832674828, 6.27966357763, 0.0656404865116, 0.0511585788694, 24.4185167489, 30.8982098265, -21.074209011, 28.7349788006, -3.2348465388, -0.65077679138, 0.94232674828, 1.21266357763, 0.00969048651162
64.0, 2.12361022162, -2.12361022162, 0.0, 0.5, 0.0, 883.973953645, 0.322118515796, 0.0, 15603.2594994, 0.291944793523, 43.4056362541, 4.52189557293, 237.367916729, 303.697652889, 255.447311005, 281.587740835, -33.16486808, -53.3938247853, -67.5509324128, -69.4104409674, 0.0579739349911, 0.275895572929, -39.6320832713, 212.027652889, 111.437311005, 128.137740835, -125.82486808, -64.3718247853, -76.5369324128, -74.4774409674, 0.00202393499112
65.0, 2.16763446647, -2.16763446647, 0.0, 0.5, 0.0, 1129.98319434, 0.308147204251, 0.0, 19272.3832858, 0.294785827618, 27.9391562887, 4.56981428485, 310.249460285, 355.112984875, 284.896962271, 340.158476678, -22.431762295, -75.5499214527, -89.0693305141, -10.5665492412, 0.0561151748751, 0.32381428485, 33.249460285, 263.442984875, 140.886962271, 186.708476678, -115.091762295, -86.5279214527, -98.0553305141, -15.6335492412, 0.000165174875103
66.0, 1.63391434158, -1.63391434158, 0.0, 0.5, 0.0, 1184.94225845, 0.304821471678, 0.0, 24017.8639391, 0.260989315305, 30.4256847467, 4.71301040439, 175.962162201, 101.254018455, 102.410378117, 126.156733037, 37.3540718729, 10.7882266335, 6.83277341843, 4.43753546759, 0.0410114964154, 0.467010404388, -101.037837799, 9.58401845475, -41.5996218831, -27.2932669633, -55.3059281271, -0.18977336648, -2.15322658157, -0.629464532407, -0.0149385035846
67.0, 1.96103609191, -1.96103609191, 0.0, 0.5, 0.0, 989.491132796, 0.300536599953, 0.0, 24516.1612671, 0.370846082056, 65.1445308681, 5.7079665, 48.3990351749, 147.677446882, 147.724217561, 114.58464298, -49.6392058538, -357.628269042, -350.78518955, -352.809316527, -0.0833207077852, 1.4619665, -228.600964825, 56.0074468824, 3.71421756083, -38.8653570201, -142.299205854, -368.606269042, -359.77118955, -357.876316527, -0.139270707785
69.0, 1.70042179473, -1.70042179473, 0.0, 0.5, 0.0, 1188.73228816, 0.319710527113, 0.0, 15106.5327773, 0.259814351642, 42.8370353342, 4.81876482199, 179.774788615, 82.7471998514, 82.5807534346, 115.089729439, 48.513794382, 9.92547298038, 7.99144320126, 5.0252368331, 0.0424535935401, 0.572764821992, -97.2252113845, -8.9228001486, -61.4292465654, -38.3602705606, -44.146205618, -1.05252701962, -0.994556798744, -0.0417631669015, -0.0134964064599
70.0, 2.16656980994, -2.16656980994, 0.0, 0.5, 0.0, 1145.65395449, 0.298246110311, 0.0, 19128.0059347, 0.37433815876, 33.0130468446, 5.50046134932, 58.6875120325, 199.10185058, 199.041403246, 152.297071064, -70.2071692738, -413.125599218, -410.922928056, -414.909562979, -1.52963390767, 1.25446134932, -218.312487968, 107.43185058, 55.0314032459, -1.15292893584, -162.867169274, -424.103599218, -419.908928056, -419.976562979, -1.58558390767
71.0, 1.86607438774, -1.86607438774, 0.0, 0.5, 0.0, 1284.83816587, 0.328064077085, 0.0, 11154.1728955, 0.342582730086, 43.264567088, 5.27391614501, 122.198128501, 115.161881638, 114.905973797, 117.507297259, 3.51812343162, 10.9925749593, 4.22278469062, 2.78810110812, 0.0299857216652, 1.02791614501, -154.801871499, 23.4918816376, -29.1040262032, -35.9427027413, -89.1418765684, 0.0145749593499, -4.76321530938, -2.27889889188, -0.0259642783348
72.0, 2.00052852287, -2.00052852287, 0.0, 0.5, 0.0, 1134.07325564, 0.307000790846, 0.0, 21984.0366557, 0.132468379417, 63.7150803984, 4.17678249336, 384.42792522, 151.922235963, 154.363501266, 229.424132382, 116.252844629, 10.9447675697, 11.7974605079, 7.37062416923, 0.0870087796611, -0.0692175066381, 107.42792522, 60.2522359627, 10.3535012656, 75.9741323817, 23.5928446285, -0.0332324303462, 2.81146050793, 2.30362416923, 0.0310587796611
74.0, 1.58769127615, -1.58769127615, 0.0, 0.5, 0.0, 827.43392381, 0.293207028415, 0.0, 13259.9463233, 0.144371169911, 75.9804230278, 3.98687675638, 329.154347003, 100.416298364, 92.8280117973, 176.662314577, 114.369024319, -3.02294639072e+89, 8.89820545885, 5.82430790288, 0.080476028746, -0.259123243621, 52.1543470027, 8.74629836428, -51.1819882027, 23.2123145771, 21.7090243192, -3.02294639072e+89, -0.087794541149, 0.757307902883, 0.024526028746
