idx chrg_Mg chrg_O p_MgMg_a p_MgMg_c p_MgMg_rho p_OO_a p_OO_c p_OO_rho p_MgO_a p_MgO_c p_MgO_rho 
147 2.2038106564146336 -2.2038106564146336 0.0 0.0 0.5 18427.589735445043 56.33450328175094 0.16704169440296723 1459.6529702361945 0.0 0.3007181660962382 
148 1.617490935830201 -1.617490935830201 0.0 0.0 0.5 22575.45213253683 45.600002184704984 0.1519001611160194 1109.9062220598857 0.0 0.3061829411858965 
149 1.9593036132642985 -1.9593036132642985 0.0 0.0 0.5 18312.171728281166 47.59302405046822 0.14931377505291527 970.2368842494061 0.0 0.3126431688232711 
150 2.112116238453588 -2.112116238453588 0.0 0.0 0.5 7895.337071908084 67.63635673141017 0.18350520760654843 1101.1529329609916 0.0 0.3060664725318202 
151 2.028330713965888 -2.028330713965888 0.0 0.0 0.5 7605.668523413836 68.40169633772102 0.14494030638491787 1119.5217671303662 0.0 0.30991274902382965 
152 1.947039024629369 -1.947039024629369 0.0 0.0 0.5 19616.84238120258 38.328709224626564 0.21712143855691896 874.3611583197466 0.0 0.3228839031600604 
153 2.199120584584035 -2.199120584584035 0.0 0.0 0.5 19558.92860236984 53.861202984062565 0.1650968515137039 1375.7503530317308 0.0 0.3026353027342934 
154 1.9998503879863168 -1.9998503879863168 0.0 0.0 0.5 10041.790560408852 55.578508020383225 0.1608072624462955 1283.849931023367 0.0 0.3066967149205112 
155 1.8795183027508087 -1.8795183027508087 0.0 0.0 0.5 19601.516820428056 53.17508195309284 0.10606109524835021 1336.0581357749816 0.0 0.3044387798354793 
156 1.6067949776712451 -1.6067949776712451 0.0 0.0 0.5 7692.507606700252 56.0724064825559 0.2358663007952961 1109.8614669681226 0.0 0.3019347106263724 
157 1.655259870475614 -1.655259870475614 0.0 0.0 0.5 9437.5451154182 66.18947725250153 0.27998870548874855 1054.0504460245709 0.0 0.29413845814354245 
158 1.939356010602598 -1.939356010602598 0.0 0.0 0.5 2797.734305490786 63.03464583381675 0.1412973988436045 1079.4369701806265 0.0 0.3225378490258169 
159 1.9303524201126452 -1.9303524201126452 0.0 0.0 0.5 22257.203936838665 61.69767951190784 0.08871995289393304 1351.6008881886378 0.0 0.2980041656618671 
160 1.9967193890066017 -1.9967193890066017 0.0 0.0 0.5 16823.375528820823 44.72337055058595 0.13215697804908522 968.5977768381474 0.0 0.31660301631397625 
161 1.8709036722798174 -1.8709036722798174 0.0 0.0 0.5 1851.8176838968413 38.73987156649956 0.2165559184131686 830.7234090664903 0.0 0.322448705289694 
162 1.770361754610445 -1.770361754610445 0.0 0.0 0.5 21121.118601874878 34.012514405577264 0.18662094953906622 887.0565858972227 0.0 0.3156688735189338 
163 1.6980728037559525 -1.6980728037559525 0.0 0.0 0.5 17622.790582736037 60.908647341010116 0.1338393287976573 1270.9022245004387 0.0 0.294432548567208 
164 1.8861435990593094 -1.8861435990593094 0.0 0.0 0.5 15297.880039457053 31.390649396175476 0.12951031945791427 969.7743106285541 0.0 0.3252698367786963 
165 2.066171987638244 -2.066171987638244 0.0 0.0 0.5 14707.78666798065 60.8053771326719 0.20563222373406523 1145.717867135725 0.0 0.30344751314326224 
166 1.7505085389748514 -1.7505085389748514 0.0 0.0 0.5 21247.047246005568 46.73801242798553 0.1759679031007959 870.9610381888344 0.0 0.30982605201414615 
167 1.561320587343375 -1.561320587343375 0.0 0.0 0.5 6178.196678847261 67.11659495458561 0.25725282950077066 1151.2435639826788 0.0 0.28982754891047335 
168 1.8657746772295076 -1.8657746772295076 0.0 0.0 0.5 2464.731131908603 43.469433971064014 0.24022855468058818 923.2830733724229 0.0 0.31879737778890493 
169 1.9784137457751063 -1.9784137457751063 0.0 0.0 0.5 7314.63764589245 77.50391668877826 0.15182982791838173 1308.1354586835594 0.0 0.3012994700572439 
